Role,Name,Parameters,OrgM,Priority
Exchange Servers,Set-TransportService,ActiveUserStatisticsLogMaxAge;ActiveUserStatisticsLogMaxDirectorySize;ActiveUserStatisticsLogMaxFileSize;ActiveUserStatisticsLogPath;AgentLogEnabled;AgentLogMaxAge;AgentLogMaxDirectorySize;AgentLogMaxFileSize;AgentLogPath;AntispamAgentsEnabled;Confirm;ConnectivityLogEnabled;ConnectivityLogMaxAge;ConnectivityLogMaxDirectorySize;ConnectivityLogMaxFileSize;ConnectivityLogPath;ContentConversionTracingEnabled;Debug;DelayNotificationTimeout;DnsLogEnabled;DnsLogMaxAge;DnsLogMaxDirectorySize;DnsLogMaxFileSize;DnsLogPath;DomainController;ErrorAction;ErrorVariable;ExternalDNSAdapterEnabled;ExternalDNSAdapterGuid;ExternalDNSProtocolOption;ExternalDNSServers;ExternalIPAddress;Identity;InternalDNSAdapterEnabled;InternalDNSAdapterGuid;InternalDNSProtocolOption;InternalDNSServers;IntraOrgConnectorProtocolLoggingLevel;IntraOrgConnectorSmtpMaxMessagesPerConnection;IrmLogEnabled;IrmLogMaxAge;IrmLogMaxDirectorySize;IrmLogMaxFileSize;IrmLogPath;MaxConcurrentMailboxDeliveries;MaxConcurrentMailboxSubmissions;MaxConnectionRatePerMinute;MaxOutboundConnections;MaxPerDomainOutboundConnections;MessageExpirationTimeout;MessageRetryInterval;MessageTrackingLogEnabled;MessageTrackingLogMaxAge;MessageTrackingLogMaxDirectorySize;MessageTrackingLogMaxFileSize;MessageTrackingLogPath;MessageTrackingLogSubjectLoggingEnabled;OutboundConnectionFailureRetryInterval;OutBuffer;OutVariable;PickupDirectoryMaxHeaderSize;PickupDirectoryMaxMessagesPerMinute;PickupDirectoryMaxRecipientsPerMessage;PickupDirectoryPath;PipelineTracingEnabled;PipelineTracingPath;PipelineTracingSenderAddress;PoisonMessageDetectionEnabled;PoisonThreshold;QueueLogMaxAge;QueueLogMaxDirectorySize;QueueLogMaxFileSize;QueueLogPath;QueueMaxIdleTime;ReceiveProtocolLogMaxAge;ReceiveProtocolLogMaxDirectorySize;ReceiveProtocolLogMaxFileSize;ReceiveProtocolLogPath;RecipientValidationCacheEnabled;ReplayDirectoryPath;RequestBrokerLogEnabled;RequestBrokerLogMaxAge;RequestBrokerLogMaxDirectorySize;RequestBrokerLogMaxFileSize;RequestBrokerLogPath;ResourceLogEnabled;ResourceLogMaxAge;ResourceLogMaxDirectorySize;ResourceLogMaxFileSize;ResourceLogPath;RootDropDirectoryPath;RoutingTableLogMaxAge;RoutingTableLogMaxDirectorySize;RoutingTableLogPath;SendProtocolLogMaxAge;SendProtocolLogMaxDirectorySize;SendProtocolLogMaxFileSize;SendProtocolLogPath;ServerState;ServerStatisticsLogMaxAge;ServerStatisticsLogMaxDirectorySize;ServerStatisticsLogMaxFileSize;ServerStatisticsLogPath;TransientFailureRetryCount;TransientFailureRetryInterval;TransportHttpLogEnabled;TransportHttpLogMaxAge;TransportHttpLogMaxDirectorySize;TransportHttpLogMaxFileSize;TransportHttpLogPath;TransportMaintenanceLogEnabled;TransportMaintenanceLogMaxAge;TransportMaintenanceLogMaxDirectorySize;TransportMaintenanceLogMaxFileSize;TransportMaintenanceLogPath;TransportSyncAccountsPoisonAccountThreshold;TransportSyncAccountsPoisonDetectionEnabled;TransportSyncAccountsPoisonItemThreshold;TransportSyncAccountsSuccessivePoisonItemThreshold;TransportSyncEnabled;TransportSyncExchangeEnabled;TransportSyncHubHealthLogEnabled;TransportSyncHubHealthLogFilePath;TransportSyncHubHealthLogMaxAge;TransportSyncHubHealthLogMaxDirectorySize;TransportSyncHubHealthLogMaxFileSize;TransportSyncImapEnabled;TransportSyncLogEnabled;TransportSyncLogFilePath;TransportSyncLogLoggingLevel;TransportSyncLogMaxAge;TransportSyncLogMaxDirectorySize;TransportSyncLogMaxFileSize;TransportSyncMaxDownloadItemsPerConnection;TransportSyncMaxDownloadSizePerConnection;TransportSyncMaxDownloadSizePerItem;TransportSyncPopEnabled;TransportSyncRemoteConnectionTimeout;UseDowngradedExchangeServerAuth;Verbose;WarningAction;WarningVariable;WhatIf;WindowsLiveHotmailTransportSyncEnabled;WlmLogMaxAge;WlmLogMaxDirectorySize;WlmLogMaxFileSize;WlmLogPath,1,30
Exchange Servers,Set-TransportServer,ActiveUserStatisticsLogMaxAge;ActiveUserStatisticsLogMaxDirectorySize;ActiveUserStatisticsLogMaxFileSize;ActiveUserStatisticsLogPath;AgentLogEnabled;AgentLogMaxAge;AgentLogMaxDirectorySize;AgentLogMaxFileSize;AgentLogPath;AntispamAgentsEnabled;Confirm;ConnectivityLogEnabled;ConnectivityLogMaxAge;ConnectivityLogMaxDirectorySize;ConnectivityLogMaxFileSize;ConnectivityLogPath;ContentConversionTracingEnabled;Debug;DelayNotificationTimeout;DnsLogEnabled;DnsLogMaxAge;DnsLogMaxDirectorySize;DnsLogMaxFileSize;DnsLogPath;DomainController;ErrorAction;ErrorVariable;ExternalDNSAdapterEnabled;ExternalDNSAdapterGuid;ExternalDNSProtocolOption;ExternalDNSServers;ExternalIPAddress;Identity;InternalDNSAdapterEnabled;InternalDNSAdapterGuid;InternalDNSProtocolOption;InternalDNSServers;IntraOrgConnectorProtocolLoggingLevel;IntraOrgConnectorSmtpMaxMessagesPerConnection;IrmLogEnabled;IrmLogMaxAge;IrmLogMaxDirectorySize;IrmLogMaxFileSize;IrmLogPath;MaxConcurrentMailboxDeliveries;MaxConcurrentMailboxSubmissions;MaxConnectionRatePerMinute;MaxOutboundConnections;MaxPerDomainOutboundConnections;MessageExpirationTimeout;MessageRetryInterval;MessageTrackingLogEnabled;MessageTrackingLogMaxAge;MessageTrackingLogMaxDirectorySize;MessageTrackingLogMaxFileSize;MessageTrackingLogPath;MessageTrackingLogSubjectLoggingEnabled;OutboundConnectionFailureRetryInterval;OutBuffer;OutVariable;PickupDirectoryMaxHeaderSize;PickupDirectoryMaxMessagesPerMinute;PickupDirectoryMaxRecipientsPerMessage;PickupDirectoryPath;PipelineTracingEnabled;PipelineTracingPath;PipelineTracingSenderAddress;PoisonMessageDetectionEnabled;PoisonThreshold;QueueLogMaxAge;QueueLogMaxDirectorySize;QueueLogMaxFileSize;QueueLogPath;QueueMaxIdleTime;ReceiveProtocolLogMaxAge;ReceiveProtocolLogMaxDirectorySize;ReceiveProtocolLogMaxFileSize;ReceiveProtocolLogPath;RecipientValidationCacheEnabled;ReplayDirectoryPath;RootDropDirectoryPath;RoutingTableLogMaxAge;RoutingTableLogMaxDirectorySize;RoutingTableLogPath;SendProtocolLogMaxAge;SendProtocolLogMaxDirectorySize;SendProtocolLogMaxFileSize;SendProtocolLogPath;ServerStatisticsLogMaxAge;ServerStatisticsLogMaxDirectorySize;ServerStatisticsLogMaxFileSize;ServerStatisticsLogPath;TransientFailureRetryCount;TransientFailureRetryInterval;UseDowngradedExchangeServerAuth;Verbose;WarningAction;WarningVariable;WhatIf;WlmLogMaxAge;WlmLogMaxDirectorySize;WlmLogMaxFileSize;WlmLogPath,1,30
Exchange Servers,Set-SubmissionMalwareFilteringServer,BypassFiltering;Confirm;Debug;DeferAttempts;DeferWaitTime;DomainController;ErrorAction;ErrorVariable;ForceRescan;Identity;MinimumSuccessfulEngineScans;OutBuffer;OutVariable;ScanErrorAction;ScanTimeout;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-ServerMonitor,Confirm;Debug;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Repairing;Server;TargetResource;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-ServerComponentState,Component;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;LocalOnly;OutBuffer;OutVariable;RemoteOnly;Requester;State;TimeoutInSeconds;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-RestVirtualDirectory,IISAuthenticationMethods,1,30
Exchange Servers,Set-OutlookAnywhere,Confirm;Debug;DefaultAuthenticationMethod;DomainController;ErrorAction;ErrorVariable;ExternalClientAuthenticationMethod;ExternalClientsRequireSsl;ExternalHostname;Identity;IISAuthenticationMethods;InternalClientAuthenticationMethod;InternalClientsRequireSsl;InternalHostname;Name;OutBuffer;OutVariable;SSLOffloading;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-MapiVirtualDirectory,IISAuthenticationMethods,1,30
Exchange Servers,Set-MalwareFilteringServer,BypassFiltering;Confirm;Debug;DeferAttempts;DeferWaitTime;DomainController;ErrorAction;ErrorVariable;ForceRescan;Identity;MinimumSuccessfulEngineScans;OutBuffer;OutVariable;PrimaryUpdatePath;ScanErrorAction;ScanTimeout;SecondaryUpdatePath;UpdateFrequency;UpdateTimeout;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-MailboxTransportService,Confirm;ConnectivityLogEnabled;ConnectivityLogMaxAge;ConnectivityLogMaxDirectorySize;ConnectivityLogMaxFileSize;ConnectivityLogPath;ContentConversionTracingEnabled;Debug;DomainController;ErrorAction;ErrorVariable;Identity;MailboxDeliveryAgentLogEnabled;MailboxDeliveryAgentLogMaxAge;MailboxDeliveryAgentLogMaxDirectorySize;MailboxDeliveryAgentLogMaxFileSize;MailboxDeliveryAgentLogPath;MailboxDeliveryConnectorMaxInboundConnection;MailboxDeliveryConnectorProtocolLoggingLevel;MailboxDeliveryConnectorSmtpUtf8Enabled;MailboxDeliveryThrottlingLogEnabled;MailboxDeliveryThrottlingLogMaxAge;MailboxDeliveryThrottlingLogMaxDirectorySize;MailboxDeliveryThrottlingLogMaxFileSize;MailboxDeliveryThrottlingLogPath;MailboxSubmissionAgentLogEnabled;MailboxSubmissionAgentLogMaxAge;MailboxSubmissionAgentLogMaxDirectorySize;MailboxSubmissionAgentLogMaxFileSize;MailboxSubmissionAgentLogPath;MaxConcurrentMailboxDeliveries;MaxConcurrentMailboxSubmissions;OutBuffer;OutVariable;PipelineTracingEnabled;PipelineTracingPath;PipelineTracingSenderAddress;ReceiveProtocolLogMaxAge;ReceiveProtocolLogMaxDirectorySize;ReceiveProtocolLogMaxFileSize;ReceiveProtocolLogPath;RoutingTableLogMaxAge;RoutingTableLogMaxDirectorySize;RoutingTableLogPath;SendProtocolLogMaxAge;SendProtocolLogMaxDirectorySize;SendProtocolLogMaxFileSize;SendProtocolLogPath;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-MailboxServer,AutoDagServerConfigured;AutoDatabaseMountDial;CalendarRepairIntervalEndWindow;CalendarRepairLogDirectorySizeLimit;CalendarRepairLogEnabled;CalendarRepairLogFileAgeLimit;CalendarRepairLogPath;CalendarRepairLogSubjectLoggingEnabled;CalendarRepairMissingItemFixDisabled;CalendarRepairMode;CalendarRepairWorkCycle;CalendarRepairWorkCycleCheckpoint;CleanupActionsWorkCycle;CleanupActionsWorkCycleCheckpoint;Confirm;DarTaskStoreTimeBasedAssistantWorkCycle;DarTaskStoreTimeBasedAssistantWorkCycleCheckpoint;DatabaseCopyActivationDisabledAndMoveNow;DatabaseCopyAutoActivationPolicy;Debug;DefaultViewIndexWorkCycle;DefaultViewIndexWorkCycleCheckpoint;DirectoryProcessorWorkCycle;DirectoryProcessorWorkCycleCheckpoint;DomainController;ErrorAction;ErrorVariable;FaultZone;FolderLogForManagedFoldersEnabled;ForceGroupMetricsGeneration;GroupMailboxWorkCycle;GroupMailboxWorkCycleCheckpoint;Identity;InferenceDataCollectionWorkCycle;InferenceDataCollectionWorkCycleCheckpoint;InferenceTrainingWorkCycle;InferenceTrainingWorkCycleCheckpoint;IsExcludedFromProvisioning;JournalingLogForManagedFoldersEnabled;JunkEmailOptionsCommitterWorkCycle;Locale;LogDirectorySizeLimitForManagedFolders;LogFileAgeLimitForManagedFolders;LogFileSizeLimitForManagedFolders;LogPathForManagedFolders;MailboxAssociationReplicationWorkCycle;MailboxAssociationReplicationWorkCycleCheckpoint;MailboxProcessorWorkCycle;MailboxProcessorWorkCycleCheckpoint;ManagedFolderAssistantSchedule;ManagedFolderWorkCycle;ManagedFolderWorkCycleCheckpoint;MAPIEncryptionRequired;MaximumActiveDatabases;MaximumPreferredActiveDatabases;MigrationLogFilePath;MigrationLogLoggingLevel;MigrationLogMaxAge;MigrationLogMaxDirectorySize;MigrationLogMaxFileSize;OABGeneratorWorkCycle;OABGeneratorWorkCycleCheckpoint;OutBuffer;OutVariable;PeopleCentricTriageWorkCycle;PeopleCentricTriageWorkCycleCheckpoint;PeopleRelevanceWorkCycle;PeopleRelevanceWorkCycleCheckpoint;PicwAssistantWorkCycle;PicwAssistantWorkCycleCheckpoint;ProbeTimeBasedAssistantWorkCycle;ProbeTimeBasedAssistantWorkCycleCheckpoint;PublicFolderWorkCycle;PublicFolderWorkCycleCheckpoint;RetentionLogForManagedFoldersEnabled;SearchIndexRepairTimeBasedAssistantWorkCycle;SearchIndexRepairTimeBasedAssistantWorkCycleCheckpoint;SharePointSignalStoreWorkCycle;SharePointSignalStoreWorkCycleCheckpoint;SharingPolicySchedule;SharingPolicyWorkCycle;SharingPolicyWorkCycleCheckpoint;SharingSyncWorkCycle;SharingSyncWorkCycleCheckpoint;SiteMailboxWorkCycle;SiteMailboxWorkCycleCheckpoint;StoreDsMaintenanceWorkCycle;StoreDsMaintenanceWorkCycleCheckpoint;StoreIntegrityCheckWorkCycle;StoreIntegrityCheckWorkCycleCheckpoint;StoreMaintenanceWorkCycle;StoreMaintenanceWorkCycleCheckpoint;StoreScheduledIntegrityCheckWorkCycle;StoreScheduledIntegrityCheckWorkCycleCheckpoint;StoreUrgentMaintenanceWorkCycle;StoreUrgentMaintenanceWorkCycleCheckpoint;SubjectLogForManagedFoldersEnabled;SubmissionServerOverrideList;TopNWorkCycle;TopNWorkCycleCheckpoint;UMReportingWorkCycle;UMReportingWorkCycleCheckpoint;Verbose;WacDiscoveryEndpoint;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-MailboxDatabaseCopy,DatabaseCopyAutoActivationPolicy,1,30
Exchange Servers,Set-MailboxDatabase,AutoDatabaseMountDial,1,30
Exchange Servers,Set-FrontendTransportService,AgentLogEnabled;AgentLogMaxAge;AgentLogMaxDirectorySize;AgentLogMaxFileSize;AgentLogPath;AntispamAgentsEnabled;Confirm;ConnectivityLogEnabled;ConnectivityLogMaxAge;ConnectivityLogMaxDirectorySize;ConnectivityLogMaxFileSize;ConnectivityLogPath;Debug;DnsLogEnabled;DnsLogMaxAge;DnsLogMaxDirectorySize;DnsLogMaxFileSize;DnsLogPath;DomainController;ErrorAction;ErrorVariable;ExternalDNSAdapterEnabled;ExternalDNSAdapterGuid;ExternalDNSProtocolOption;ExternalDNSServers;ExternalIPAddress;Identity;InternalDNSAdapterEnabled;InternalDNSAdapterGuid;InternalDNSProtocolOption;InternalDNSServers;IntraOrgConnectorProtocolLoggingLevel;MaxConnectionRatePerMinute;OutBuffer;OutVariable;ReceiveProtocolLogMaxAge;ReceiveProtocolLogMaxDirectorySize;ReceiveProtocolLogMaxFileSize;ReceiveProtocolLogPath;RoutingTableLogMaxAge;RoutingTableLogMaxDirectorySize;RoutingTableLogPath;SendProtocolLogMaxAge;SendProtocolLogMaxDirectorySize;SendProtocolLogMaxFileSize;SendProtocolLogPath;ServerState;TransientFailureRetryCount;TransientFailureRetryInterval;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-ExchangeServer,Confirm;CustomerFeedbackEnabled;DataCollectionEnabled;Debug;DomainController;ErrorAction;ErrorReportingEnabled;ErrorVariable;Identity;InternetWebProxy;InternetWebProxyBypassList;MitigationsApplied;MitigationsBlocked;MitigationsEnabled;MonitoringGroup;OutBuffer;OutVariable;ProductKey;StaticConfigDomainController;StaticDomainControllers;StaticExcludedDomainControllers;StaticGlobalCatalogs;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-EventLogLevel,Confirm;Debug;ErrorAction;ErrorVariable;Identity;Level;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-ContentFilterConfig,BypassedRecipients;BypassedSenderDomains;BypassedSenders;Confirm;Debug;DomainController;Enabled;ErrorAction;ErrorVariable;ExternalMailEnabled;InternalMailEnabled;OutBuffer;OutlookEmailPostmarkValidationEnabled;OutVariable;QuarantineMailbox;RejectionResponse;SCLDeleteEnabled;SCLDeleteThreshold;SCLQuarantineEnabled;SCLQuarantineThreshold;SCLRejectEnabled;SCLRejectThreshold;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-ClientAccessService,AlternateServiceAccountCredential;Array;AutoDiscoverServiceInternalUri;AutoDiscoverSiteScope;CleanUpInvalidAlternateServiceAccountCredentials;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;RemoveAlternateServiceAccountCredentials;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-ClientAccessServer,AlternateServiceAccountCredential;Array;AutoDiscoverServiceInternalUri;AutoDiscoverSiteScope;CleanUpInvalidAlternateServiceAccountCredentials;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;RemoveAlternateServiceAccountCredentials;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Set-ADServerSettings,ConfigurationDomainController;Confirm;Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;PreferredGlobalCatalog;PreferredServer;RecipientViewRoot;RunspaceServerSettings;SetPreferredDomainControllers;Verbose;ViewEntireForest;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Remove-ServerMonitoringOverride,Confirm;Debug;ErrorAction;ErrorVariable;Identity;ItemType;OutBuffer;OutVariable;PropertyName;Server;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Remove-DatabaseAvailabilityGroupServer,ConfigurationOnly;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;MailboxServer;OutBuffer;OutVariable;SkipDagValidation;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Remove-ContentFilterPhrase,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Phrase;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,New-RestVirtualDirectory,IISAuthenticationMethods,1,30
Exchange Servers,New-MapiVirtualDirectory,IISAuthenticationMethods,1,30
Exchange Servers,Invoke-MonitoringProbe,Account;Debug;Endpoint;ErrorAction;ErrorVariable;Identity;ItemTargetExtension;OutBuffer;OutVariable;Password;PropertyOverride;SecondaryAccount;SecondaryEndpoint;SecondaryPassword;Server;TimeOutSeconds;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-UMService,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-UMDialPlan,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-TransportService,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-TransportServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-SubmissionMalwareFilteringServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-ServerMonitoringOverride,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Exchange Servers,Get-ServerComponentState,Component;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-OutlookAnywhere,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-NetworkConnectionInfo,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-MonitoringItemIdentity,Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-MonitoringItemHelp,Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-MalwareFilteringServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-MailboxTransportService,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-MailboxSpellingConfiguration,Debug;DomainController;Identity,1,30
Exchange Servers,Get-MailboxServerRedundancy,DatabaseAvailabilityGroup;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ServerToContact;TimeoutInSeconds;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-MailboxServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-FrontendTransportService,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IntraOrgConnectorProtocolLoggingLevel;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-ExchangeServerAccessLicenseUser,Debug;ErrorAction;ErrorVariable;LicenseName;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-ExchangeServerAccessLicense,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-ExchangeServer,Debug;Domain;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-EventLogLevel,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-DomainController,Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-ContentFilterConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-ClientAccessService,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeAlternateServiceAccountCredentialStatus;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-ClientAccessServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeAlternateServiceAccountCredentialStatus;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Get-ADServerSettings,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Exchange Servers,Enable-UMService,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,30
