Alert,Description,Tactic,Severity,Provider,Detection Service,DetectionURL,connectorId,dataTypes
Detected encoded executable in command line data(AppServices_Base64EncodedExecutableInCommandLineParams),"Analysis of host data on {Compromised host} detected a base-64 encoded executable. This has previously been associated with attackers attempting to construct executables on-the-fly through a sequence of commands, and attempting to evade intrusion detection systems by ensuring that no individual command would trigger an alert. This could be legitimate activity, or an indication of a compromised host.(Applies to: App Service on Windows)","Defense Evasion, Execution",High,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Detected file download from a known malicious source(AppServices_SuspectDownload),Analysis of host data has detected the download of a file from a known malware source on your host.(Applies to: App Service on Linux),"Privilege Escalation, Execution, Exfiltration, Command and Control",Medium,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Detected suspicious file download(AppServices_SuspectDownloadArtifacts),Analysis of host data has detected suspicious download of remote file.(Applies to: App Service on Linux),Persistence,Medium,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Digital currency mining related behavior detected(AppServices_DigitalCurrencyMining),Analysis of host data on Inn-Flow-WebJobs detected the execution of a process or command normally associated with digital currency mining.(Applies to: App Service on Windows and App Service on Linux),Execution,High,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Executable decoded using certutil(AppServices_ExecutableDecodedUsingCertutil),"Analysis of host data on [Compromised entity] detected that certutil.exe, a built-in administrator utility, was being used to decode an executable instead of its mainstream purpose that relates to manipulating certificates and certificate data. Attackers are known to abuse functionality of legitimate administrator tools to perform malicious actions, for example using a tool such as certutil.exe to decode a malicious executable that will then be subsequently executed.(Applies to: App Service on Windows)","Defense Evasion, Execution",High,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Fileless Attack Behavior Detected(AppServices_FilelessAttackBehaviorDetection),The memory of the process specified below contains behaviors commonly used by fileless attacks.Specific behaviors include: {list of observed behaviors}(Applies to: App Service on Windows and App Service on Linux),Execution,Medium,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Fileless Attack Technique Detected(AppServices_FilelessAttackTechniqueDetection),The memory of the process specified below contains evidence of a fileless attack technique. Fileless attacks are used by attackers to execute code while evading detection by security software.Specific behaviors include: {list of observed behaviors}(Applies to: App Service on Windows and App Service on Linux),Execution,High,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Fileless Attack Toolkit Detected(AppServices_FilelessAttackToolkitDetection),"The memory of the process specified below contains a fileless attack toolkit: {ToolKitName}. Fileless attack toolkits typically do not have a presence on the filesystem, making detection by traditional anti-virus software difficult.Specific behaviors include: {list of observed behaviors}(Applies to: App Service on Windows and App Service on Linux)","Defense Evasion, Execution",High,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Microsoft Defender for Cloud test alert for App Service (not a threat)(AppServices_EICAR),This is a test alert generated by Microsoft Defender for Cloud. No further action is needed.(Applies to: App Service on Windows and App Service on Linux),-,High,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
NMap scanning detected(AppServices_Nmap),Azure App Service activity log indicates a possible web fingerprinting activity on your App Service resource.The suspicious activity detected is associated with NMAP. Attackers often use this tool for probing the web application to find vulnerabilities.(Applies to: App Service on Windows and App Service on Linux),PreAttack,Medium,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Phishing content hosted on Azure Webapps(AppServices_PhishingContent),URL used for phishing attack found on the Azure AppServices website. This URL was part of a phishing attack sent to Microsoft 365 customers. The content typically lures visitors into entering their corporate credentials or financial information into a legitimate looking website.(Applies to: App Service on Windows and App Service on Linux),Collection,High,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PHP file in upload folder(AppServices_PhpInUploadFolder),Azure App Service activity log indicates an access to a suspicious PHP page located in the upload folder.This type of folder does not usually contain PHP files. The existence of this type of file might indicate an exploitation taking advantage of arbitrary file upload vulnerabilities.(Applies to: App Service on Windows and App Service on Linux),Execution,Medium,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible Cryptocoinminer download detected(AppServices_CryptoCoinMinerDownload),Analysis of host data has detected the download of a file normally associated with digital currency mining.(Applies to: App Service on Linux),"Defense Evasion, Command and Control, Exploitation",Medium,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible data exfiltration detected(AppServices_DataEgressArtifacts),Analysis of host/device data detected a possible data egress condition. Attackers will often egress data from machines they have compromised.(Applies to: App Service on Linux),"Collection, Exfiltration",Medium,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Potential dangling DNS record for an App Service resource detected(AppServices_PotentialDanglingDomain),"A DNS record that points to a recently deleted App Service resource (also known as ""dangling DNS"" entry) has been detected. This might leave you susceptible to a subdomain takeover. Subdomain takeovers enable malicious actors to redirect traffic intended for an organization’s domain to a site performing malicious activity. In this case, a text record with the Domain Verification ID was found. Such text records prevent subdomain takeover but we still recommend removing the dangling domain. If you leave the DNS record pointing at the subdomain you’re at risk if anyone in your organization deletes the TXT file or record in the future.(Applies to: App Service on Windows and App Service on Linux)",-,Low,Azure App Service,Microsoft Defender for Azure App Service,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
