Schema,Field,InDoc,InCsv,DocClass,CsvClass,DocType,CsvType,CsvLogicalType,DocSource,Description,Example,Note,OriginalDescription
DhcpEvent,EventSeverity,Yes,Yes,Recommended,Recommended,Enumerated,string,Enumerated,CommonFields,"The severity of the event. Valid values are: `Informational`, `Low`, `Medium`, or `High`.",,,"The severity of the event. Valid values are: `Informational`, `Low`, `Medium`, or `High`."
DhcpEvent,EventStartTime,Yes,Yes,Mandatory,Mandatory,Date/time,datetime,,CommonFields,"The time in which the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field.",,,"The time in which the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field."
DhcpEvent,EventSubType,Yes,Yes,Optional,Optional,Enumerated,string,,CommonFields,"Describes a subdivision of the operation reported in the [EventType](#eventtype) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalSubType](#eventoriginalsubtype) field.",,,"Describes a subdivision of the operation reported in the [EventType](#eventtype) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalSubType](#eventoriginalsubtype) field."
DhcpEvent,EventType,Yes,Yes,Mandatory,Mandatory,Enumerated,string,Enumerated,SchemaDoc,"Indicate the operation reported by the record. <br><Br> Possible values are `Assign`, `Renew`, `Release`, and `DNS Update`.",Assign,,"Indicate the operation reported by the record. <br><Br> Possible values are `Assign`, `Renew`, `Release`, and `DNS Update`. <br><br>Example: `Assign`"
DhcpEvent,EventUid,Yes,Yes,Recommended,Recommended,String,string,,CommonFields,"The unique ID of the record, as assigned by Microsoft Sentinel. This field is typically mapped to the `_ItemId` Log Analytics field.",,,"The unique ID of the record, as assigned by Microsoft Sentinel. This field is typically mapped to the `_ItemId` Log Analytics field."
DhcpEvent,EventVendor,Yes,Yes,Mandatory,Mandatory,String,string,,CommonFields,The vendor of the product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).,"Microsoft ,",,The vendor of the product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).<br><br>Example: `Microsoft`  <br><br>
DhcpEvent,Hostname,Yes,Yes,Alias,Alias,,string,Hostname,SchemaDoc,Alias for [SrcHostname](#srchostname),,,Alias for [SrcHostname](#srchostname)
DhcpEvent,IpAddr,Yes,Yes,Alias,Alias,,string,IP Address,SchemaDoc,Alias for [SrcIpAddr](#srcipaddr),,,Alias for [SrcIpAddr](#srcipaddr)
DhcpEvent,RequestedIpAddr,Yes,Yes,Optional,Optional,IP Address,string,IP Address,SchemaDoc,"The IP address requested by the DHCP client, when available.",192.168.12.3,,"The IP address requested by the DHCP client, when available.<br><br>Example: `192.168.12.3`"
DhcpEvent,Rule,Yes,Yes,Alias,Alias,string,string,,SchemaDoc,"Either the value of RuleName or the value of RuleNumber. If the value of RuleNumber is used, the type should be converted to string.",,,"Either the value of RuleName or the value of RuleNumber. If the value of RuleNumber is used, the type should be converted to string."
DhcpEvent,RuleName,Yes,Yes,Optional,Optional,string,string,,SchemaDoc,The name or ID of the rule associated with the alert.,Server PSEXEC Execution via Remote Access,,The name or ID of the rule associated with the alert.<br><br>e.g. `Server PSEXEC Execution via Remote Access`
DhcpEvent,RuleNumber,Yes,Yes,Optional,Optional,int,int,,SchemaDoc,The number of the rule associated with the alert.,123456,,The number of the rule associated with the alert.<br><br>e.g. `123456`
DhcpEvent,SessionId,Yes,Yes,Alias,Alias,String,string,,SchemaDoc,Alias to [DhcpSessionId](#dhcpsessionid),,,Alias to [DhcpSessionId](#dhcpsessionid)
DhcpEvent,Src,Yes,Yes,Alias,Recommended,String,string,,SchemaDoc,"A unique identifier of the source device. <br><br>This field might alias the [SrcDvcId](#srcdvcid), [SrcHostname](#srchostname), or [SrcIpAddr](#srcipaddr) fields.",192.168.12.1,,"A unique identifier of the source device. <br><br>This field might alias the [SrcDvcId](#srcdvcid), [SrcHostname](#srchostname), or [SrcIpAddr](#srcipaddr) fields. <br><br>Example: `192.168.12.1`"
DhcpEvent,SrcDescription,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,A descriptive text associated with the device. For,Primary Domain Controller.,,A descriptive text associated with the device. For example: `Primary Domain Controller`.
DhcpEvent,SrcDeviceType,Yes,Yes,Optional,Optional,Enumerated,string,Enumerated,SchemaDoc,The type of the source device. Possible values include:<br>- `Computer`<br>- `Mobile Device`<br>- `IOT Device`<br>- `Other`,,,The type of the source device. Possible values include:<br>- `Computer`<br>- `Mobile Device`<br>- `IOT Device`<br>- `Other`
DhcpEvent,SrcDomain,Yes,Yes,Recommended,Recommended,Domain (String),string,Domain,SchemaDoc,The domain of the source device.,Contoso,,The domain of the source device.<br><br>Example: `Contoso`
DhcpEvent,SrcDomainType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,SchemaDoc,"The type of  [SrcDomain](#srcdomain), if known. Possible values include:<br>- `Windows` (such as: `contoso`)<br>- `FQDN` (such as: `microsoft.com`)<br><br>Required if [SrcDomain](#srcdomain) is used.",,,"The type of  [SrcDomain](#srcdomain), if known. Possible values include:<br>- `Windows` (such as: `contoso`)<br>- `FQDN` (such as: `microsoft.com`)<br><br>Required if [SrcDomain](#srcdomain) is used."
DhcpEvent,SrcDvcId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The ID of the source device as reported in the record.<br><br>For,ac7e9755-8eae-4ffc-8a02-50ed7a2216c3,,The ID of the source device as reported in the record.<br><br>For example: `ac7e9755-8eae-4ffc-8a02-50ed7a2216c3`
DhcpEvent,SrcDvcIdType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,SchemaDoc,"The type of [SrcDvcId](#srcdvcid), if known. Possible values include:<br> - `AzureResourceId`<br>- `MDEid`<br><br>If multiple IDs are available, use the first one from the list above, and store the others in the **SrcDvcAzureResourceId** and **SrcDvcMDEid**, respectively.",,This field is required if [SrcDvcId](#srcdvcid) is used.,"The type of [SrcDvcId](#srcdvcid), if known. Possible values include:<br> - `AzureResourceId`<br>- `MDEid`<br><br>If multiple IDs are available, use the first one from the list above, and store the others in the **SrcDvcAzureResourceId** and **SrcDvcMDEid**, respectively.<br><br>**Note**: This field is required if [SrcDvcId](#srcdvcid) is used."
DhcpEvent,SrcDvcScope,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The cloud platform scope the device belongs to. **SrcDvcScope** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope the device belongs to. **SrcDvcScope** map to a subscription ID on Azure and to an account ID on AWS.
DhcpEvent,SrcDvcScopeId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The cloud platform scope ID the device belongs to. **SrcDvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope ID the device belongs to. **SrcDvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.
DhcpEvent,SrcFQDN,Yes,Yes,Optional,Optional,FQDN (String),string,FQDN,SchemaDoc,"The source device hostname, including domain information when available.",Contoso\DESKTOP-1282V4D,This field supports both traditional FQDN format and Windows domain\hostname format. The [SrcDomainType](#srcdomaintype) field reflects the format used.,"The source device hostname, including domain information when available. <br><br>**Note**: This field supports both traditional FQDN format and Windows domain\hostname format. The [SrcDomainType](#srcdomaintype) field reflects the format used. <br><br>Example: `Contoso\DESKTOP-1282V4D`"
DhcpEvent,SrcGeoCity,Yes,Yes,Optional,Optional,City,string,City,SchemaDoc,The city associated with the source IP address.,Burlington,,The city associated with the source IP address.<br><br>Example: `Burlington`
DhcpEvent,SrcGeoCountry,Yes,Yes,Optional,Optional,Country,string,Country,SchemaDoc,The country/region associated with the source IP address.,USA,,The country/region associated with the source IP address.<br><br>Example: `USA`
DhcpEvent,SrcGeoLatitude,Yes,Yes,Optional,Optional,Latitude,real,,SchemaDoc,The latitude of the geographical coordinate associated with the source IP address.,44.475833,,The latitude of the geographical coordinate associated with the source IP address.<br><br>Example: `44.475833`
DhcpEvent,SrcGeoLongitude,Yes,Yes,Optional,Optional,Longitude,real,,SchemaDoc,The longitude of the geographical coordinate associated with the source IP address.,73.211944,,The longitude of the geographical coordinate associated with the source IP address.<br><br>Example: `73.211944`
