"table_name","description","category","category_primary","category_source","category_candidates","support_tier","collection_method","collection_method_source","collection_method_candidates","feeding_connector_ids","source_vendor","source_product","collector_vendor","collector_product","source_vendor_basis","collector_vendor_basis","resource_types","source_azure_monitor","source_defender_xdr","azure_monitor_doc_link","defender_xdr_doc_link","basic_logs_eligible","supports_transformations","ingestion_api_supported","is_clv1"
"ContainerAppConsoleLogs","Reference for ContainerAppConsoleLogs table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.app/managedenvironments","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerappconsolelogs","","Yes","Yes","No",""
"ContainerAppHTTPLogs","Reference for ContainerAppHTTPLogs table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.app/managedenvironments","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerapphttplogs","","Yes","","No",""
"ContainerAppSystemLogs","Reference for ContainerAppSystemLogs table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.app/managedenvironments","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerappsystemlogs","","No","Yes","No",""
"ContainerEvent","Reference for ContainerEvent table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.containerinstance/containergroups","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerevent","","No","Yes","No",""
"ContainerImageInventory","Reference for ContainerImageInventory table in Azure Monitor Logs.","Containers","Cloud","category=Containers","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.containerservice/managedclusters, microsoft.kubernetes/connectedclusters, microsoft.hybridcontainerservice/provisionedclusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerimageinventory","","No","Yes","No",""
"ContainerInstanceLog","Reference for ContainerInstanceLog table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.containerinstance/containergroups","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerinstancelog","","No","Yes","No",""
"ContainerInventory","Reference for ContainerInventory table in Azure Monitor Logs.","Containers","Cloud","category=Containers","Cloud","Microsoft","Azure Diagnostics","connector","Azure Diagnostics","AzureKubernetes","Microsoft","","","","projected","","microsoft.containerservice/managedclusters, microsoft.kubernetes/connectedclusters, microsoft.hybridcontainerservice/provisionedclusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerinventory","","No","Yes","No",""
"ContainerLog","Reference for ContainerLog table in Azure Monitor Logs.","Low value","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","Microsoft","Azure Diagnostics","tables_reference","","","","","","","","","microsoft.containerservice/managedclusters, microsoft.kubernetes/connectedclusters, microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines, microsoft.compute/virtualmachinescalesets, microsoft.hybridcontainerservice/provisionedclusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerlog","","No","Yes","No",""
"ContainerLogV2","Reference for ContainerLogV2 table in Azure Monitor Logs.","Low value","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","Microsoft","Azure Diagnostics","tables_reference","","","","","","","","","microsoft.containerservice/managedclusters, microsoft.kubernetes/connectedclusters, microsoft.hybridcontainerservice/provisionedclusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerlogv2","","Yes","Yes","No",""
"ContainerNetworkLogs","Reference for ContainerNetworkLogs table in Azure Monitor Logs.","Containers","Cloud","category=Containers","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.containerservice/managedclusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containernetworklogs","","Yes","Yes","No",""
"ContainerNodeInventory","Reference for ContainerNodeInventory table in Azure Monitor Logs.","Containers","Cloud","category=Containers","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.containerservice/managedclusters, microsoft.kubernetes/connectedclusters, microsoft.hybridcontainerservice/provisionedclusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containernodeinventory","","No","Yes","No",""
"ContainerRegistryLoginEvents","Reference for ContainerRegistryLoginEvents table in Azure Monitor Logs.","Containers","Cloud","category=Containers","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.containerregistry/registries","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerregistryloginevents","","No","Yes","No",""
"ContainerRegistryRepositoryEvents","Reference for ContainerRegistryRepositoryEvents table in Azure Monitor Logs.","Containers","Cloud","category=Containers","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.containerregistry/registries","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerregistryrepositoryevents","","No","Yes","No",""
"ContainerServiceLog","Reference for ContainerServiceLog table in Azure Monitor Logs.","Containers","Cloud","category=Containers","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.containerservice/managedclusters, microsoft.kubernetes/connectedclusters, microsoft.hybridcontainerservice/provisionedclusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/containerservicelog","","No","Yes","No",""
"ContrastADRAttackEvents_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF Push","3rd Party (SaaS)","Partner","CCF Push","connector","CCF Push","ContrastADRCCF","Contrast Security","","","","projected","","","No","No","","","","No","Yes",""
"ContrastADRIncident_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","ContrastADR","Contrast Security","","","","projected","","","","","","","","","Yes","true"
"ContrastADRIncidents_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF Push","3rd Party (SaaS)","Partner","CCF Push","connector","CCF Push","ContrastADRCCF","Contrast Security","","","","projected","","","No","No","","","","No","Yes",""
"ContrastADR_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","ContrastADR","Contrast Security","","","","projected","","","","","","","","","Yes","true"
"CopilotActivity","Reference for CopilotActivity table in Azure Monitor Logs.","Audit, Security","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS)","Microsoft","CCF","connector","CCF","MicrosoftCopilot","Microsoft","Copilot","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/copilotactivity","","Yes","Yes","No",""
"CoreAzureBackup","Reference for CoreAzureBackup table in Azure Monitor Logs.","Azure Resources, IT & Management Tools","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.recoveryservices/vaults","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/coreazurebackup","","No","Yes","No",""
"Corelight_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_asset_classification_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_bacnet_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_capture_loss_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_cip_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_conn_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_conn_agg_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_conn_long_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_conn_red_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_corelight_burst_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_corelight_metrics_disk_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_corelight_metrics_iface_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_corelight_metrics_memory_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_corelight_metrics_system_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_corelight_metrics_zeek_doctor_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_corelight_overall_capture_loss_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_corelight_profiling_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_datared_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_dce_rpc_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_dga_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_dhcp_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_dnp3_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_dns_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_dns_agg_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_dns_red_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_dpd_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_encrypted_dns_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_enip_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_enip_debug_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_enip_list_identity_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_etc_viz_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_files_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_files_agg_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_files_red_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_ftp_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_generic_dns_tunnels_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_generic_icmp_tunnels_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_http2_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_http_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_http_agg_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_http_red_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_icmp_specific_tunnels_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_intel_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Corelight_v2_ipsec_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
