"table_name","description","category","support_tier","collection_method","solutions","resource_types","table_type","source_azure_monitor","source_defender_xdr","xdr_only","source_feature_support","source_ingestion_api","source_sentinel_tables","azure_monitor_doc_link","defender_xdr_doc_link","basic_logs_eligible","supports_transformations","ingestion_api_supported","lake_only_supported"
"AppServiceIPSecAuditLogs","Reference for AppServiceIPSecAuditLogs table in Azure Monitor Logs.","-","","","LogManagement","microsoft.web/sites","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/appserviceipsecauditlogs","","No","Yes","No","No"
"AppServicePlatformLogs","Reference for AppServicePlatformLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.web/sites","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/appserviceplatformlogs","","No","Yes","No","No"
"AppServiceServerlessSecurityPluginData","Reference for AppServiceServerlessSecurityPluginData table in Azure Monitor Logs.","Security","","","LogManagement","microsoft.web/sites","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/appserviceserverlesssecurityplugindata","","No","Yes","No","No"
"AppSystemEvents","Reference for AppSystemEvents table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.insights/components","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/appsystemevents","","No","Yes","No","No"
"AppTraces","Reference for AppTraces table in Azure Monitor Logs.","Low value","Microsoft","Azure Diagnostics","LogManagement","microsoft.insights/components","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/apptraces","","Yes","Yes","No","No"
"ApplicationInsights","Reference for ApplicationInsights table in Azure Monitor Logs.","-","","","ApplicationInsights","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/applicationinsights","","No","No","No","No"
"ArcK8sAudit","Reference for ArcK8sAudit table in Azure Monitor Logs.","Audit, Azure Resources, Containers","","","LogManagement","microsoft.kubernetes/connectedclusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/arck8saudit","","Yes","Yes","No","Yes"
"ArcK8sAuditAdmin","Reference for ArcK8sAuditAdmin table in Azure Monitor Logs.","Audit, Azure Resources, Containers","","","LogManagement","microsoft.kubernetes/connectedclusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/arck8sauditadmin","","Yes","Yes","No","Yes"
"ArcK8sControlPlane","Reference for ArcK8sControlPlane table in Azure Monitor Logs.","Azure Resources, Containers","","","LogManagement","microsoft.kubernetes/connectedclusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/arck8scontrolplane","","Yes","Yes","No","Yes"
"Armis_Activities_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"Armis_Alerts_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"Armis_Devices_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"AuditLogs","Reference for AuditLogs table in Azure Monitor Logs.","Azure Resources, Security","","","LogManagement","microsoft.azureadgraph/tenants, microsoft.graph/tenants","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/auditlogs","","No","Yes","No","Yes"
"Audit_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Audits_Data_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Auth0AM_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Auth0Logs_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"AutoscaleEvaluationsLog","Reference for AutoscaleEvaluationsLog table in Azure Monitor Logs.","Azure Monitor, Azure Resources, Virtual Machines","","","LogManagement","microsoft.insights/autoscalesettings","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/autoscaleevaluationslog","","No","Yes","No","No"
"AutoscaleScaleActionsLog","Reference for AutoscaleScaleActionsLog table in Azure Monitor Logs.","Azure Monitor, Azure Resources, Virtual Machines","","","LogManagement","microsoft.insights/autoscalesettings","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/autoscalescaleactionslog","","No","Yes","No","No"
"Awareness_Performance_Details_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Awareness_SafeScore_Details_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Awareness_User_Data_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Awareness_Watchlist_Details_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"AzureActivity","Reference for AzureActivity table in Azure Monitor Logs.","Audit, Azure Resources, Security","","","LogManagement","microsoft.aad/domainservices, microsoft.azureadgraph/tenants, microsoft.containerservice/managedclusters, microsoft.apimanagement/service, microsoft.appconfiguration/configurationstores, microsoft.network/applicationgateways, microsoft.servicenetworking/trafficcontrollers, microsoft.web/sites, microsoft.kubernetes/connectedclusters, microsoft.toolchainorchestrator/diagnostics, microsoft.attestation/attestationproviders, microsoft.cache/redis, microsoft.cdn/profiles, microsoft.hardwaresecuritymodules/cloudhsmclusters, microsoft.communication/communicationservices, microsoft.documentdb/databaseaccounts, microsoft.datacollaboration/workspaces, microsoft.digitaltwins/digitaltwinsinstances, microsoft.network/dnsresolverpolicies, microsoft.eventgrid/namespaces, microsoft.eventgrid/topics, microsoft.eventhub/namespaces, microsoft.network/azurefirewalls, microsoft.dashboard/grafana, microsoft.keyvault/vaults, microsoft.loadtestservice/loadtests, microsoft.managednetworkfabric/networkdevices, microsoft.documentdb/cassandraclusters, microsoft.documentdb/mongoclusters, microsoft.dashboard/dashboard, microsoft.networkcloud/baremetalmachines, microsoft.networkcloud/clustermanagers, microsoft.networkcloud/clusters, microsoft.networkcloud/storageappliances, microsoft.network/loadbalancers, microsoft.purview/accounts, microsoft.quantum/provideraccounts, microsoft.quantum/workspaces, microsoft.recoveryservices/vaults, microsoft.relay/namespaces, microsoft.servicebus/namespaces, microsoft.sql/servers, microsoft.networkfunction/azuretrafficcollectors, microsoft.network/networkmanagers, microsoft.botservice/botservices, microsoft.chaos/experiments, microsoft.cognitiveservices/accounts, microsoft.connectedcache/cachenodes, microsoft.connectedvehicle/platformaccounts, microsoft.network/networkwatchers/connectionmonitors, microsoft.app/managedenvironments, microsoft.d365customerinsights/instances, microsoft.databricks/workspaces, microsoft.dbformysql/flexibleservers, microsoft.dbforpostgresql/flexibleservers, microsoft.devcenter/devcenters, microsoft.devopsinfrastructure/pools, microsoft.discovery/bookshelves, microsoft.discovery/supercomputers, microsoft.discovery/workspaces, microsoft.durabletask/schedulers, microsoft.experimentation/experimentworkspaces, microsoft.hdinsight/clusters, microsoft.compute/virtualmachines, microsoft.logic/integrationaccounts, microsoft.machinelearningservices/workspaces, microsoft.machinelearningservices/registries, microsoft.media/mediaservices, microsoft.azureplaywrightservice/accounts, microsoft.graph/tenants, microsoft.networkanalytics/dataproducts, microsoft.network/networkvirtualappliances, microsoft.onlineexperimentation/workspaces, microsoft.storage/storageaccounts, microsoft.storagecache/amlfilesytems, microsoft.storagemover/storagemovers, microsoft.synapse/workspaces, microsoft.edge/diagnostics, microsoft.desktopvirtualization/hostpools, microsoft.zerotrustsegmentation/segmentationmanagers, default, subscription, resourcegroup, microsoft.signalrservice/webpubsub, microsoft.insights/components, microsoft.desktopvirtualization/applicationgroups, microsoft.desktopvirtualization/workspaces, microsoft.timeseriesinsights/environments, microsoft.workloadmonitor/monitors, microsoft.analysisservices/servers, microsoft.batch/batchaccounts, microsoft.appplatform/spring, microsoft.signalrservice/signalr, microsoft.containerregistry/registries, microsoft.kusto/clusters, microsoft.blockchain/blockchainmembers, microsoft.eventgrid/domains, microsoft.eventgrid/partnernamespaces, microsoft.eventgrid/partnertopics, microsoft.eventgrid/systemtopics, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines, microsoft.compute/virtualmachinescalesets, microsoft.hybridcontainerservice/provisionedclusters, microsoft.insights/autoscalesettings, microsoft.devices/iothubs, microsoft.servicefabric/clusters, microsoft.logic/workflows, microsoft.automation/automationaccounts, microsoft.datafactory/factories, microsoft.datalakestore/accounts, microsoft.datalakeanalytics/accounts, microsoft.powerbidedicated/capacities, microsoft.datashare/accounts, microsoft.sql/managedinstances, microsoft.sql/servers/databases, microsoft.dbformysql/servers, microsoft.dbforpostgresql/servers, microsoft.dbforpostgresql/serversv2, microsoft.dbformariadb/servers, microsoft.devices/provisioningservices, microsoft.network/expressroutecircuits, microsoft.network/frontdoors, microsoft.network/networkinterfaces, microsoft.network/networksecuritygroups, microsoft.network/publicipaddresses, microsoft.network/trafficmanagerprofiles, microsoft.network/virtualnetworkgateways, microsoft.network/vpngateways, microsoft.network/virtualnetworks, microsoft.search/searchservices, microsoft.streamanalytics/streamingjobs, microsoft.network/bastionhosts, microsoft.healthcareapis/services","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/azureactivity","","No","No","No","No"
"AzureAssessmentRecommendation","Reference for AzureAssessmentRecommendation table in Azure Monitor Logs.","Workloads","","","AzureAssessment, AzureResources","-","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/azureassessmentrecommendation","","No","Yes","Yes","No"
"AzureAttestationDiagnostics","Reference for AzureAttestationDiagnostics table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.attestation/attestationproviders","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/azureattestationdiagnostics","","No","Yes","No","No"
"AzureBackupOperations","Reference for AzureBackupOperations table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.recoveryservices/vaults","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/azurebackupoperations","","No","Yes","No","No"
"AzureDevOpsAuditing","Reference for AzureDevOpsAuditing table in Azure Monitor Logs.","-","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/azuredevopsauditing","","Yes","Yes","No","Yes"
"AzureDiagnostics","Reference for AzureDiagnostics table in Azure Monitor Logs.","Various","Microsoft","Azure Diagnostics","","","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/azurediagnostics","","No","No","No","No"
"AzureLoadTestingOperation","Reference for AzureLoadTestingOperation table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.loadtestservice/loadtests","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/azureloadtestingoperation","","No","Yes","No","No"
"AzureMetrics","Reference for AzureMetrics table in Azure Monitor Logs.","Low value","Microsoft","Azure Diagnostics","LogManagement","microsoft.operationalinsights/workspaces, microsoft.aad/domainservices, microsoft.containerservice/managedclusters, microsoft.apimanagement/service, microsoft.network/applicationgateways, microsoft.servicenetworking/trafficcontrollers, microsoft.web/sites, microsoft.kubernetes/connectedclusters, microsoft.cache/redis, microsoft.hardwaresecuritymodules/cloudhsmclusters, microsoft.communication/communicationservices, microsoft.documentdb/databaseaccounts, microsoft.datacollaboration/workspaces, microsoft.eventgrid/namespaces, microsoft.eventgrid/topics, microsoft.eventhub/namespaces, microsoft.network/azurefirewalls, microsoft.keyvault/vaults, microsoft.managednetworkfabric/networkdevices, microsoft.documentdb/mongoclusters, microsoft.networkcloud/baremetalmachines, microsoft.networkcloud/clustermanagers, microsoft.networkcloud/clusters, microsoft.networkcloud/storageappliances, microsoft.network/loadbalancers, microsoft.relay/namespaces, microsoft.servicebus/namespaces, microsoft.sql/servers, microsoft.networkfunction/azuretrafficcollectors, microsoft.network/networkmanagers, microsoft.cognitiveservices/accounts, microsoft.connectedcache/cachenodes, microsoft.connectedvehicle/platformaccounts, microsoft.databricks/workspaces, microsoft.dbformysql/flexibleservers, microsoft.dbforpostgresql/flexibleservers, microsoft.devcenter/devcenters, microsoft.compute/virtualmachines, microsoft.machinelearningservices/workspaces, microsoft.media/mediaservices, microsoft.azureplaywrightservice/accounts, microsoft.networkanalytics/dataproducts, microsoft.network/networkvirtualappliances, microsoft.storage/storageaccounts, microsoft.storagecache/amlfilesytems, microsoft.storagemover/storagemovers, microsoft.synapse/workspaces, microsoft.desktopvirtualization/hostpools, microsoft.desktopvirtualization/applicationgroups, microsoft.desktopvirtualization/workspaces, microsoft.timeseriesinsights/environments, microsoft.workloadmonitor/monitors, microsoft.analysisservices/servers, microsoft.batch/batchaccounts, microsoft.appplatform/spring, microsoft.signalrservice/signalr, microsoft.containerregistry/registries, microsoft.kusto/clusters, microsoft.blockchain/blockchainmembers, microsoft.eventgrid/domains, microsoft.eventgrid/partnernamespaces, microsoft.eventgrid/partnertopics, microsoft.eventgrid/systemtopics, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines, microsoft.compute/virtualmachinescalesets, microsoft.hybridcontainerservice/provisionedclusters, microsoft.insights/autoscalesettings, microsoft.devices/iothubs, microsoft.servicefabric/clusters, microsoft.logic/workflows, microsoft.automation/automationaccounts, microsoft.datafactory/factories, microsoft.datalakestore/accounts, microsoft.datalakeanalytics/accounts, microsoft.powerbidedicated/capacities, microsoft.datashare/accounts, microsoft.sql/managedinstances, microsoft.sql/servers/databases, microsoft.dbformysql/servers, microsoft.dbforpostgresql/servers, microsoft.dbforpostgresql/serversv2, microsoft.dbformariadb/servers, microsoft.devices/provisioningservices, microsoft.network/expressroutecircuits, microsoft.network/frontdoors, microsoft.network/networkinterfaces, microsoft.network/networksecuritygroups, microsoft.network/publicipaddresses, microsoft.network/trafficmanagerprofiles, microsoft.network/virtualnetworkgateways, microsoft.network/vpngateways, microsoft.network/virtualnetworks, microsoft.search/searchservices, microsoft.streamanalytics/streamingjobs, microsoft.network/bastionhosts, microsoft.healthcareapis/services","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/azuremetrics","","Yes","No","No","No"
