solution_name,solution_folder,publisher,support_tier,categories,version,is_published,connector_count,connector_id,connector_title,collection_method,is_deprecated,tables,reason,solution_github_link,connector_github_link
ExtraHop Reveal(x),https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ExtraHop%20Reveal%28x%29,ExtraHop,Partner,domains,3.0.1,true,2,ExtraHopNetworks,[Deprecated] ExtraHop Reveal(x) via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ExtraHop%20Reveal%28x%29,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ExtraHop%20Reveal%28x%29/Data%20Connectors/template_ExtraHopNetworks.json
ExtraHop Reveal(x),https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ExtraHop%20Reveal%28x%29,ExtraHop,Partner,domains,3.0.1,true,2,ExtraHopNetworksAma,[Deprecated] ExtraHop Reveal(x) via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ExtraHop%20Reveal%28x%29,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ExtraHop%20Reveal%28x%29/Data%20Connectors/template_ExtraHopReveal%28x%29AMA.json
F5 Big-IP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/F5%20BIG-IP,F5 Networks,Partner,domains,2.0.1,true,1,F5BigIp,F5 BIG-IP,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/F5%20BIG-IP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/F5%20BIG-IP/Data%20Connectors/F5BigIp.json
F5 Networks,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/F5%20Networks,F5,Partner,domains,3.0.1,true,2,F5,[Deprecated] F5 Networks via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/F5%20Networks,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/F5%20Networks/Data%20Connectors/template_F5.json
F5 Networks,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/F5%20Networks,F5,Partner,domains,3.0.1,true,2,F5Ama,[Deprecated] F5 Networks via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/F5%20Networks,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/F5%20Networks/Data%20Connectors/template_F5NetworksAMA.json
Feedly,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Feedly,Feedly Inc,Partner,domains,3.0.0,true,1,Feedly,Feedly,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Feedly,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Feedly/Data%20Connectors/Feedly_API_AzureFunctionApp.json
FireEye Network Security,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/FireEye%20Network%20Security,Microsoft Corporation,Microsoft,domains,3.0.2,true,2,FireEyeNX,[Deprecated] FireEye Network Security (NX) via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/FireEye%20Network%20Security,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/FireEye%20Network%20Security/Data%20Connectors/Connector_FireEyeNX_CEF.json
FireEye Network Security,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/FireEye%20Network%20Security,Microsoft Corporation,Microsoft,domains,3.0.2,true,2,FireEyeNXAma,[Deprecated] FireEye Network Security (NX) via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/FireEye%20Network%20Security,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/FireEye%20Network%20Security/Data%20Connectors/template_FireEyeNX_CEFAMA.json
Flare,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Flare,Flare,Partner,domains,2.1.0,true,1,Flare,Flare,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Flare,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Flare/Data%20Connectors/Connector_REST_API_FlareSystemsFirework.json
Forcepoint CASB,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CASB,Community,Community,domains,3.0.2,true,2,ForcepointCasb,[Deprecated] Forcepoint CASB via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CASB,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CASB/Data%20Connectors/Forcepoint%20CASB.json
Forcepoint CASB,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CASB,Community,Community,domains,3.0.2,true,2,ForcepointCasbAma,[Deprecated] Forcepoint CASB via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CASB,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CASB/Data%20Connectors/template_Forcepoint%20CASBAMA.json
Forcepoint CSG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CSG,Community,Community,domains,3.0.3,true,2,ForcepointCSG,[Deprecated] Forcepoint CSG via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CSG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CSG/Data%20Connectors/ForcepointCloudSecurityGateway.json
Forcepoint CSG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CSG,Community,Community,domains,3.0.3,true,2,ForcepointCSGAma,[Deprecated] Forcepoint CSG via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CSG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20CSG/Data%20Connectors/template_ForcepointCloudSecurityGatewayAMA.json
Forcepoint DLP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20DLP,Community,Community,domains,2.0.1,true,1,Forcepoint_DLP,Forcepoint DLP,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20DLP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20DLP/Data%20Connectors/Forcepoint%20DLP.json
Forcepoint NGFW,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20NGFW,Community,Community,domains,3.0.2,true,2,ForcepointNgfw,[Deprecated] Forcepoint NGFW via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20NGFW,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20NGFW/Data%20Connectors/FORCEPOINT_NGFW.json
Forcepoint NGFW,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20NGFW,Community,Community,domains,3.0.2,true,2,ForcepointNgfwAma,[Deprecated] Forcepoint NGFW via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20NGFW,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forcepoint%20NGFW/Data%20Connectors/template_FORCEPOINT_NGFWAMA.json
Forescout (Legacy),https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forescout%20%28Legacy%29,Microsoft Corporation,Microsoft,domains,3.0.0,true,1,Forescout,Forescout,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forescout%20%28Legacy%29,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forescout%20%28Legacy%29/Data%20Connectors/Forescout_syslog.json
Forescout eyeInspect for OT Security,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forescout%20eyeInspect%20for%20OT%20Security,Forescout Technologies,Partner,domains,3.0.0,false,1,Forescout_eyeInspect_for_OT_Security,Forescout eyeInspect for OT Security,Unknown (Custom Log),false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forescout%20eyeInspect%20for%20OT%20Security,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forescout%20eyeInspect%20for%20OT%20Security/Data%20Connectors/Forescout%20eyeInspect%20for%20OT%20Security.json
ForescoutHostPropertyMonitor,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ForescoutHostPropertyMonitor,Forescout Technologies,Partner,domains,3.0.0,true,1,ForescoutHostPropertyMonitor,Forescout Host Property Monitor,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ForescoutHostPropertyMonitor,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ForescoutHostPropertyMonitor/Data%20Connectors/ForescoutHostPropertyMonitor.json
ForgeRock Common Audit for CEF,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ForgeRock%20Common%20Audit%20for%20CEF,Forgerock,Partner,domains,3.0.0,false,1,ForgeRock,[Deprecated] ForgeRock Identity Platform,MMA,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ForgeRock%20Common%20Audit%20for%20CEF,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ForgeRock%20Common%20Audit%20for%20CEF/Data%20Connectors/ForgeRock_CEF.json
Fortinet FortiGate Next-Generation Firewall connector for Microsoft Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiGate%20Next-Generation%20Firewall%20connector%20for%20Microsoft%20Sentinel,Microsoft Corporation,Microsoft,domains,3.0.8,true,2,Fortinet,[Deprecated] Fortinet via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiGate%20Next-Generation%20Firewall%20connector%20for%20Microsoft%20Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiGate%20Next-Generation%20Firewall%20connector%20for%20Microsoft%20Sentinel/Data%20Connectors/Fortinet-FortiGate.json
Fortinet FortiGate Next-Generation Firewall connector for Microsoft Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiGate%20Next-Generation%20Firewall%20connector%20for%20Microsoft%20Sentinel,Microsoft Corporation,Microsoft,domains,3.0.8,true,2,FortinetAma,[Deprecated] Fortinet via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiGate%20Next-Generation%20Firewall%20connector%20for%20Microsoft%20Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiGate%20Next-Generation%20Firewall%20connector%20for%20Microsoft%20Sentinel/Data%20Connectors/template_Fortinet-FortiGateAma.json
Fortinet FortiNDR Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiNDR%20Cloud,Fortinet,Partner,domains,3.0.3,true,1,FortinetFortiNdrCloudDataConnector,Fortinet FortiNDR Cloud,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiNDR%20Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiNDR%20Cloud/Data%20Connectors/FortinetFortiNdrCloud_API_AzureFunctionApp.json
Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiWeb%20Cloud%20WAF-as-a-Service%20connector%20for%20Microsoft%20Sentinel,Microsoft Corporation,Microsoft,domains,3.0.3,true,2,FortinetFortiWeb,[Deprecated] Fortinet FortiWeb Web Application Firewall via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiWeb%20Cloud%20WAF-as-a-Service%20connector%20for%20Microsoft%20Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiWeb%20Cloud%20WAF-as-a-Service%20connector%20for%20Microsoft%20Sentinel/Data%20Connectors/Fortiweb.json
Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiWeb%20Cloud%20WAF-as-a-Service%20connector%20for%20Microsoft%20Sentinel,Microsoft Corporation,Microsoft,domains,3.0.3,true,2,FortinetFortiWebAma,Fortinet FortiWeb Web Application Firewall via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiWeb%20Cloud%20WAF-as-a-Service%20connector%20for%20Microsoft%20Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiWeb%20Cloud%20WAF-as-a-Service%20connector%20for%20Microsoft%20Sentinel/Data%20Connectors/template_FortiwebAma.json
Garrison ULTRA,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Garrison%20ULTRA,Garrison,Partner,domains,3.0.0,true,1,GarrisonULTRARemoteLogs,Garrison ULTRA Remote Logs,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Garrison%20ULTRA,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Garrison%20ULTRA/Data%20Connectors/GarrisonULTRARemoteLogs/GarrisonULTRARemoteLogs_ConnectorUI.json
Gigamon Connector,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Gigamon%20Connector,Gigamon,Partner,domains,3.0.0,true,1,GigamonDataConnector,Gigamon AMX Data Connector,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Gigamon%20Connector,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Gigamon%20Connector/Data%20Connectors/Connector_Analytics_Gigamon.json
GitHub,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub,Microsoft Corporation,Microsoft,domains,3.1.2,true,3,GitHubAuditDefinitionV2,GitHub Enterprise Audit Log (via Codeless Connector Framework) (Preview),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub/Data%20Connectors/GitHubAuditLogs_CCF/GitHubAuditLogs_ConnectorDefinition.json
GitHub,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub,Microsoft Corporation,Microsoft,domains,3.1.2,true,3,GitHubEcAuditLogPolling,[Deprecated] GitHub Enterprise Audit Log,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub/Data%20Connectors/azuredeploy_GitHub_native_poller_connector.json
GitHub,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub,Microsoft Corporation,Microsoft,domains,3.1.2,true,3,GitHubWebhook,GitHub (using Webhooks),Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub/Data%20Connectors/GithubWebhook/GithubWebhook_API_FunctionApp.json
GitLab,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitLab,Microsoft Corporation,Microsoft,domains,3.0.2,true,1,GitLab,[Deprecated] GitLab,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitLab,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitLab/Data%20Connectors/Connector_Syslog_GitLab.json
Google Apigee,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Apigee,Microsoft Corporation,Microsoft,domains,3.1.1,true,2,ApigeeXDataConnector,[DEPRECATED] Google ApigeeX,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Apigee,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Apigee/Data%20Connectors/ApigeeX_FunctionApp.json
Google Apigee,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Apigee,Microsoft Corporation,Microsoft,domains,3.1.1,true,2,GoogleApigeeXLogsCCPDefinition,Google ApigeeX (via Codeless Connector Framework),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Apigee,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Apigee/Data%20Connectors/GoogleApigeeXLog_CCP/GoogleApigeeXLog_ConnectorDefinition.json
Google Cloud Platform Audit Logs,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Audit%20Logs,Microsoft Corporation,Microsoft,domains,3.0.0,true,2,GCPAuditLogsDefinition,GCP Pub/Sub Audit Logs,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Audit%20Logs,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Audit%20Logs/Data%20Connectors/GCPAuditLogs_ccp/data_connector_definition.json
Google Cloud Platform Audit Logs,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Audit%20Logs,Microsoft Corporation,Microsoft,domains,3.0.0,true,2,GCPPub/SubAuditLogs,GCP Pub/Sub Audit Logs,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Audit%20Logs,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Audit%20Logs/Data%20Connectors/GCPAuditLogs.json
Google Cloud Platform Cloud Monitoring,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Cloud%20Monitoring,Microsoft Corporation,Microsoft,domains,3.0.2,true,2,GCPMonitorCCPDefinition,Google Cloud Platform Cloud Monitoring (via Codeless Connector Framework),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Cloud%20Monitoring,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Cloud%20Monitoring/Data%20Connectors/GCPMonitoringLogs_CCP/GCPCloudMonitoringLogs_ConnectorDefinition.json
Google Cloud Platform Cloud Monitoring,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Cloud%20Monitoring,Microsoft Corporation,Microsoft,domains,3.0.2,true,2,GCPMonitorDataConnector,[DEPRECATED] Google Cloud Platform Cloud Monitoring,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Cloud%20Monitoring,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Cloud%20Monitoring/Data%20Connectors/GCP_Monitor_API_FunctionApp.json
Google Cloud Platform Cloud Run,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Cloud%20Run,Microsoft Corporation,Microsoft,domains,3.0.2,true,1,GCPCloudRunLogs_ConnectorDefinition,GCP Cloud Run (via Codeless Connector Framework),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Cloud%20Run,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Cloud%20Run/Data%20Connectors/GCPCloudRunLog_CCF/GCPCloudRunLogs_ConnectorDefinition.json
Google Cloud Platform Compute Engine,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Compute%20Engine,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,GCPComputeEngineLogsCCPDefinition,Google Cloud Platform Compute Engine (via Codeless Connector Framework),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Compute%20Engine,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Compute%20Engine/Data%20Connectors/GCPComputeEngineLog_CCP/GCPComputeEngineLog_ConnectorDefinition.json
Google Cloud Platform Firewall Logs,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Firewall%20Logs,Microsoft Corporation,Microsoft,domains,3.0.0,true,1,GCPFirewallLogsCCPDefinition,GCP Pub/Sub Firewall Logs,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Firewall%20Logs,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Firewall%20Logs/Data%20Connectors/GCPFirewallLogs_ccp/GCP_ConnectorDefinition.json
