"table_name","column_name","column_type","description"
"ASimNetworkSessionLogs","EventCount","int","This value is used when the source supports aggregation, and a single record may represent multiple events."
"ASimNetworkSessionLogs","EventEndTime","datetime","The time in which the event ended. If the source supports aggregation and the record represents multiple events, the time that the last event was generated. If not provided by the source record, this field aliases the TimeGenerated field."
"ASimNetworkSessionLogs","EventMessage","string","A general message or description."
"ASimNetworkSessionLogs","EventOriginalResultDetails","string","The original result details provided by the source. This value is used to derive EventResultDetails, which should have only one of the values documented for each schema."
"ASimNetworkSessionLogs","EventOriginalSeverity","string","The original severity as provided by the reporting device. This value is used to derive EventSeverity."
"ASimNetworkSessionLogs","EventOriginalSubType","string","The original event subtype or ID, if provided by the source. For example, this field will be used to store the original Windows logon type. This value is used to derive EventSubType, which should have only one of the values documented for each schema."
"ASimNetworkSessionLogs","EventOriginalType","string","The original event type or ID, if provided by the source."
"ASimNetworkSessionLogs","EventOriginalUid","string","A unique ID of the original record, if provided by the source."
"ASimNetworkSessionLogs","EventProduct","string","The product generating the event."
"ASimNetworkSessionLogs","EventProductVersion","string","The version of the product generating the event."
"ASimNetworkSessionLogs","EventReportUrl","string","A URL provided in the event for a resource that provides more information about the event."
"ASimNetworkSessionLogs","EventResult","string","The outcome of the event, represented by one of the following values: Success, Partial, Failure, NA (Not Applicable). The value may not be provided directly by the sources, in which case it is derived from other event fields, for example, the EventResultDetails field."
"ASimNetworkSessionLogs","EventResultDetails","string","Reason or details for the result reported in the EventResult field."
"ASimNetworkSessionLogs","EventSchemaVersion","string","The version of the schema."
"ASimNetworkSessionLogs","EventSeverity","string","The severity of the event. Valid values are: Informational, Low, Medium, or High."
"ASimNetworkSessionLogs","EventStartTime","datetime","The time in which the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the TimeGenerated field."
"ASimNetworkSessionLogs","EventSubType","string","Additional description of the event type, if applicable."
"ASimNetworkSessionLogs","EventType","string","The operation reported by the record."
"ASimNetworkSessionLogs","EventVendor","string","The vendor of the product generating the event."
"ASimNetworkSessionLogs","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"ASimNetworkSessionLogs","NetworkApplicationProtocol","string","The application layer protocol used by the connection or session."
"ASimNetworkSessionLogs","NetworkBytes","long","Number of bytes sent in both directions. If both BytesReceived and BytesSent exist, BytesTotal should equal their sum. If the event is aggregated, NetworkBytes is the sum over all aggregated sessions."
"ASimNetworkSessionLogs","NetworkConnectionHistory","string","TCP flags and other potential IP header information."
"ASimNetworkSessionLogs","NetworkDirection","string","The direction of the connection or session."
"ASimNetworkSessionLogs","NetworkDuration","int","The amount of time, in milliseconds, for the completion of the network session or connection."
"ASimNetworkSessionLogs","NetworkIcmpCode","int","For an ICMP message, the ICMP message type numeric value as described in RFC 2780 for IPv4 network connections, or in RFC 4443 for IPv6 network connections."
"ASimNetworkSessionLogs","NetworkIcmpType","string","For an ICMP message, the ICMP message type text representation, as described in RFC 2780 for IPv4 network connections, or in RFC 4443 for IPv6 network connections."
"ASimNetworkSessionLogs","NetworkPackets","long","The number of packets sent in both directions. If both PacketsReceived and PacketsSent exist, BytesTotal should equal their sum. The meaning of a packet is defined by the reporting device. If the event is aggregated, NetworkPackets is the sum over all aggregated sessions."
"ASimNetworkSessionLogs","NetworkProtocol","string","The IP protocol used by the connection or session as listed in IANA protocol assignment, which is typically TCP, UDP, or ICMP."
"ASimNetworkSessionLogs","NetworkProtocolVersion","string","The version of NetworkProtocol."
"ASimNetworkSessionLogs","NetworkRuleName","string","The name or ID of the rule by which DvcAction was decided upon."
"ASimNetworkSessionLogs","NetworkRuleNumber","int","The number of the rule by which DvcAction was decided upon."
"ASimNetworkSessionLogs","NetworkSessionId","string","The session identifier as reported by the reporting device."
"ASimNetworkSessionLogs","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"ASimNetworkSessionLogs","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"ASimNetworkSessionLogs","SrcAppId","string","The ID of the source application, as reported by the reporting device."
"ASimNetworkSessionLogs","SrcAppName","string","The name of the source application."
"ASimNetworkSessionLogs","SrcAppType","string","The type of the source application."
"ASimNetworkSessionLogs","SrcBytes","long","The number of bytes sent from the source to the destination for the connection or session. If the event is aggregated, SrcBytes is the sum over all aggregated sessions."
"ASimNetworkSessionLogs","SrcDescription","string","A descriptive text associated with the source."
"ASimNetworkSessionLogs","SrcDeviceType","string","The type of the source device."
"ASimNetworkSessionLogs","SrcDomain","string","The domain of the source device."
"ASimNetworkSessionLogs","SrcDomainType","string","The type of SrcDomain."
"ASimNetworkSessionLogs","SrcDvcId","string","The ID of the source device."
"ASimNetworkSessionLogs","SrcDvcIdType","string","The type of SrcDvcId."
"ASimNetworkSessionLogs","SrcFQDN","string","The source device hostname, including domain information when available."
"ASimNetworkSessionLogs","SrcGeoCity","string","The city associated with the source IP address."
"ASimNetworkSessionLogs","SrcGeoCountry","string","The country associated with the source IP address."
"ASimNetworkSessionLogs","SrcGeoLatitude","real","The latitude of the geographical coordinate associated with the source IP address."
"ASimNetworkSessionLogs","SrcGeoLongitude","real","The longitude of the geographical coordinate associated with the source IP address."
