sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2814827,Initial Access,Exploitation for Client Execution,T1203,Exploitation of Client Execution,T1203.001,"The rule detects a specific vulnerability (CVE-2015-6065) that can be exploited to execute malicious code on a client endpoint, indicating an attempt to gain initial access through client-side exploitation.",ext to int,CVE-2015-6065,11/11/15 11:59,10,8.6,"Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6078.",8,Advanced Persistent Threats (APTs),"The rule detects a known exploit (CVE-2015-6065) that can lead to successful compromise of client endpoints, specifically targeting vulnerabilities in web browsers.","webclient,exploit,javascript,vulnerability,Web_Client_Attacks**"
2814828,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation for Client Execution,T1203,"The rule detects an exploit targeting a vulnerability in Internet Explorer, which is indicative of an initial access attempt through a web client, aligning with the exploitation of public-facing applications.",ext to int,CVE-2015-6066,11/11/15 11:59,10,8.6,"Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6070, CVE-2015-6071, CVE-2015-6074, CVE-2015-6076, and CVE-2015-6087.",8,Malware,"The rule detects a known memory corruption vulnerability that can lead to a successful compromise of the endpoint, thus warranting a high impact score.","memory,vulnerability,webclient,exploit,Web_Client_Attacks**"
2814829,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation of Vulnerability,T1203,"The rule detects an exploit targeting a known vulnerability (CVE-2015-6070) in Internet Explorer, which is indicative of an initial access attempt through exploitation of a web application.",ext to int,CVE-2015-6070,11/11/15 11:59,10,8.6,"Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6066, CVE-2015-6071, CVE-2015-6074, CVE-2015-6076, and CVE-2015-6087.",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2015-6070) that can lead to a successful compromise of client endpoints, indicating a higher security impact.","webclient,exploit,memory,vulnerability,Web_Client_Attacks**"
2814831,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation of Vulnerability,T1203,"The rule detects exploitation attempts targeting vulnerabilities in web browsers, specifically CVE-2015-6075, which can lead to initial access through malicious web content.",ext to int,CVE-2015-6075,11/11/15 12:59,10,8.6,"Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6068, CVE-2015-6072, CVE-2015-6073, CVE-2015-6077, CVE-2015-6079, CVE-2015-6080, and CVE-2015-6082.",7,Malware,The rule detects a known vulnerability (CVE-2015-6075) in Internet Explorer that can lead to successful exploitation and potential compromise of client endpoints.,"webclient,exploit,vulnerability,javascript,Web_Client_Attacks**"
2814832,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation for Client Execution,T1203,"The rule detects attempts to exploit a vulnerability (CVE-2015-6076) in Internet Explorer, which is indicative of an initial access attempt through a public-facing application (web browser). This aligns with the exploitation of client-side vulnerabilities to gain access to a target system.",ext to int,CVE-2015-6076,11/11/15 12:59,10,8.6,"Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6066, CVE-2015-6070, CVE-2015-6071, CVE-2015-6074, and CVE-2015-6087.",7,Malware,The rule detects a known memory corruption vulnerability in Internet Explorer that can lead to a successful compromise of client endpoints.,"web,client,exploit,vulnerability,Web_Client_Attacks**"
2814833,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule targets a known vulnerability in Internet Explorer (CVE-2015-6077) that can be exploited to execute arbitrary code on the client endpoint, allowing an attacker to gain initial access.",ext to int,CVE-2015-6077,11/11/15 12:59,10,8.6,"Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6068, CVE-2015-6072, CVE-2015-6073, CVE-2015-6075, CVE-2015-6079, CVE-2015-6080, and CVE-2015-6082.",8,Advanced Persistent Threats (APTs),"The rule detects a known memory corruption vulnerability (CVE-2015-6077) in Internet Explorer that can lead to a successful compromise of the client endpoint, indicating a significant security impact.","web,client,exploit,vulnerability,Web_Client_Attacks**"
2814834,Initial Access,Exploitation of Vulnerability,TA0041,Exploitation for Client Execution,T1203,The rule detects an exploit targeting a known vulnerability in Internet Explorer (CVE-2015-6078) which can lead to initial access through malicious web content.,ext to int,CVE-2015-6078,11/11/15 12:59,10,8.6,"Microsoft Internet Explorer 9 through 11 and Microsoft Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Microsoft Browser Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6065.",8,Malware,The rule detects a known memory corruption vulnerability in Internet Explorer which indicates a successful compromise could occur if exploited.,"memory,vulnerability,client,exploit,Web_Client_Attacks**"
2814835,Initial Access,Exploitation for Client Execution,TA0040,Exploitation of Client Execution Vulnerabilities,T1203,"The rule detects an exploit targeting a known vulnerability in Internet Explorer (CVE-2015-6081), which is used to compromise client endpoints through malicious web content, indicating an initial access attempt via exploitation.",ext to int,CVE-2015-6081,11/11/15 12:59,10,8.6,"Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6069.",7,Malware,The rule detects an Internet Explorer memory corruption vulnerability that could lead to successful exploitation and compromise of client endpoints.,"memory,vulnerability,client,exploit,Web_Client_Attacks**"
2814836,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects an exploitation attempt targeting a vulnerability in Internet Explorer, which aligns with initial access techniques where attackers exploit client-side vulnerabilities to gain access to the endpoint.",ext to int,CVE-2015-6084,11/11/15 12:59,10,8.6,"Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6064 and CVE-2015-6085.",7,Advanced Persistent Threats (APTs),"The rule detects a specific vulnerability (CVE-2015-6084) related to Internet Explorer that could lead to a successful compromise of client endpoints, particularly through exploit kits.","memory,vulnerability,webclient,exploit,Web_Client_Attacks**"
2814837,Initial Access,Exploit Public-Facing Application,TA0040,Exploitation for Client Execution,T1203,"The rule detects an exploit targeting a vulnerability in a web browser, indicative of initial access through exploitation of client-side applications.",ext to int,CVE-2015-6085,11/11/15 12:59,10,8.6,"Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6064 and CVE-2015-6084.",7,Advanced Persistent Threats (APTs),"The rule detects a known memory corruption vulnerability in Internet Explorer, which can lead to a successful compromise of client endpoints.","web,exploit,vulnerability,client,Web_Client_Attacks**"
2814838,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects a potential exploit targeting vulnerabilities in web browsers, specifically Internet Explorer, which aligns with initial access techniques that leverage client-side vulnerabilities to compromise endpoints.",ext to int,CVE-2015-6086,11/11/15 12:59,2.9,8.6,"Microsoft Internet Explorer 9 through 11 allows remote attackers to obtain sensitive information from process memory via a crafted web site, aka ""Internet Explorer Information Disclosure Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a specific vulnerability that can lead to memory information disclosure, which indicates a successful compromise of the client endpoint.","information_disclosure,web_client,exploit,javascript,Web_Client_Attacks**"
2814843,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects an attempt to exploit a vulnerability in web client software, specifically targeting web browsers to gain initial access to client endpoints.",ext to int,CVE-2015-6096,11/11/15 12:59,2.9,8.6,"The XML DTD parser in Microsoft .NET Framework 2.0 SP2, 3.5, 3.5.1, 4, 4.5, 4.5.1, 4.5.2, and 4.6 allows remote attackers to read arbitrary files via an external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue, aka "".NET Information Disclosure Vulnerability.""",7,Data Breach,"The rule detects a known vulnerability (CVE-2015-6096) that can lead to information disclosure, indicating a successful compromise of client software.","information,disclosure,web,client,Web_Client_Attacks**"
