sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2043531,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS (DoH) traffic, which can be used to establish command and control channels, indicating potential malicious activity. This aligns with the Command and Control tactic in the MITRE ATT&CK framework.",ext to int,,,,,,4,Command and Control (C2),"The rule detects DNS over HTTPS which may indicate potential C2 communication, but does not confirm a successful compromise.","dns,tls,anomaly,command,SSL_Malicious_Cert**"
2043532,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS, which is often used to tunnel command and control traffic, indicating potential malicious activity.",ext to int,,,,,,3,Command and Control (C2),The rule detects a potential Command and Control (C2) communication through DNS over HTTPS but does not confirm a successful compromise.,"dns,tls,anomaly,c2,SSL_Malicious_Cert**"
2043533,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be used for command and control communication, indicating potential malicious activity trying to tunnel commands through legitimate protocols.",ext to int,,,,,,3,Command and Control (C2),"The rule detects an anomalous DNS over HTTPS domain which could indicate C2 activity, but does not confirm a successful compromise.","dns,tls,anomaly,c2,SSL_Malicious_Cert**"
2043534,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be indicative of command and control activities that utilize encrypted channels to evade detection.",ext to int,,,,,,3,Command and Control (C2),The rule detects DNS over HTTPS traffic which could indicate potential command and control activity but does not confirm a successful compromise.,"dns,tls,anomaly,command,SSL_Malicious_Cert**"
2043535,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be used for command and control communications, indicating potential malicious activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects potential DNS over HTTPS activity, which could indicate command and control behavior, but does not confirm a successful compromise.","dns,tls,anomaly,command,SSL_Malicious_Cert**"
2043536,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be indicative of command and control communications that utilize encrypted channels to evade detection.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a potential DNS over HTTPS domain, which could indicate anomalous behavior. However, it does not confirm a successful compromise, leading to a lower impact score.","dns,tls,anomaly,c2,SSL_Malicious_Cert**"
2043537,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS, which is often used to conceal command and control communications, indicating potential malicious activity related to the command and control phase.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a potential DNS over HTTPS domain, which could indicate C2 activity, but does not confirm a successful compromise.","anomaly,dns,tls,command,SSL_Malicious_Cert**"
2043538,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS, which is often used for command and control communication to evade detection, indicating a potential command and control phase.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a potential DNS over HTTPS domain which may indicate C2 activity, but does not confirm a successful compromise.","dns,tls,anomaly,control,SSL_Malicious_Cert**"
2043539,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS, which can be used for command and control communications, indicating a potential malicious activity related to establishing a covert channel.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a potential anomaly related to DNS over HTTPS, which could indicate C2 traffic. However, it does not confirm a successful compromise.","dns,tls,anomaly,c2,SSL_Malicious_Cert**"
2043540,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be used for command and control communications, indicating potential malicious activity.",ext to int,,,,,,4,Command and Control (C2),"The rule indicates potential DNS over HTTPS activity which could be related to C2 communication, but does not confirm a successful compromise.","dns,tls,anomaly,command,SSL_Malicious_Cert**"
2043541,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be used for command and control purposes, indicating potential malicious activity related to data exfiltration or remote control of compromised systems.",ext to int,,,,,,3,Command and Control (C2),The rule detects DNS over HTTPS traffic which could indicate potential C2 communication but does not confirm a successful compromise.,"dns,https,anomaly,command,SSL_Malicious_Cert**"
2043542,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be used to establish command and control channels that evade detection by traditional network security measures.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS over HTTPS, which can be used for C2, but does not confirm a successful compromise.","dns,tls,anomaly,command,SSL_Malicious_Cert**"
2043543,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be used for command and control communications, indicating potential malicious activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects potential anomalous DNS over HTTPS traffic which could indicate Command and Control activity, but it does not confirm a successful compromise.","dns,tls,anomaly,command,SSL_Malicious_Cert**"
2043544,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS, which is often used to tunnel commands and data, indicating potential Command and Control activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS over HTTPS traffic, which could indicate a potential command and control channel. However, it does not confirm a successful compromise, resulting in a lower impact score.","dns,tls,anomaly,command,SSL_Malicious_Cert**"
2043545,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be used to establish command and control channels. This suggests potential malicious activity where an attacker may be using tunneling to communicate with compromised endpoints.",ext to int,,,,,,4,Command and Control (C2),"The rule detects DNS over HTTPS traffic which could indicate potential Command and Control activity, but does not confirm a successful compromise.","dns,tls,anomaly,c2,SSL_Malicious_Cert**"
2043546,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be used to obscure command and control communications, fitting the Command and Control phase.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS over HTTPS, which could indicate potential malicious activity but does not confirm a successful compromise.","dns,tls,anomaly,c2,SSL_Malicious_Cert**"
2043547,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be indicative of command and control communications using tunneling techniques to evade detection.",ext to int,,,,,,3,Command and Control (C2),"The rule detects potential usage of DNS over HTTPS which could indicate C2 activity, but it does not confirm a successful compromise.","dns,tls,anomaly,command,SSL_Malicious_Cert**"
2043548,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which can be indicative of command and control communications using encrypted channels to evade detection.",ext to int,,,,,,3,Command and Control (C2),"The rule detects potential anomalous DNS over HTTPS traffic, which could indicate malicious activity, but does not confirm a successful compromise.","dns,tls,anomaly,command,SSL_Malicious_Cert**"
